Season,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR,playerid
1987,Spike Owen,Red Sox,132,504,2,50,48,11,10.50%,8.50%,0.085,0.28,0.259,0.337,0.343,0.306,82,-1.4,-13.2,-2.1,0.2,1009924
2008,Alberto Gonzalez,- - -,45,112,1,13,10,0,7.10%,12.50%,0.109,0.291,0.257,0.318,0.366,0.307,81,-1.2,-3.8,1.8,0.2,4906
1999,Edwin Diaz,Diamondbacks,4,8,0,2,1,0,37.50%,12.50%,0.4,0.5,0.4,0.625,0.8,0.563,236,0,1.5,0.1,0.2,1003266
2008,Luis Rodriguez,Padres,64,225,0,22,12,1,5.80%,5.80%,0.064,0.302,0.287,0.326,0.351,0.302,87,-1.2,-4.9,-0.6,0.2,2364
1991,Mike Bordick,Athletics,90,265,0,21,21,3,5.30%,14.00%,0.03,0.281,0.238,0.289,0.268,0.259,62,-1,-12.9,6.2,0.2,129
2009,Wilson Valdez,Mets,41,95,0,11,7,0,8.40%,10.50%,0.081,0.289,0.256,0.326,0.337,0.301,82,-1.7,-3.8,2.5,0.2,1863
1985,Darnell Coles,Mariners,27,71,1,8,5,0,12.70%,23.90%,0.119,0.302,0.237,0.338,0.356,0.316,92,-0.4,-1.1,0.4,0.2,1002436
2016,Matt Reynolds,Mets,47,96,3,11,13,0,4.20%,35.40%,0.191,0.327,0.225,0.266,0.416,0.291,82,0,-2.1,0.7,0.2,13788
2012,Alex Gonzalez,Brewers,24,89,4,8,15,1,6.70%,16.90%,0.198,0.274,0.259,0.326,0.457,0.341,111,-0.3,0.8,-2,0.2,520
1997,Luis Ordaz,Cardinals,12,23,0,3,1,3,4.30%,8.70%,0.045,0.3,0.273,0.304,0.318,0.282,64,0.6,-0.4,1.4,0.2,298
2004,Jose Lopez,Mariners,57,218,5,28,22,0,3.70%,14.20%,0.135,0.25,0.232,0.263,0.367,0.273,63,1.6,-8.6,2.8,0.2,3114
1999,John McDonald,Indians,18,21,0,2,0,0,0.00%,14.30%,0,0.389,0.333,0.333,0.333,0.301,70,-0.5,-1.3,2.2,0.2,395
1999,Pat Meares,Pirates,21,104,0,15,7,0,8.70%,19.20%,0.044,0.394,0.308,0.382,0.352,0.34,95,0,-0.7,-0.8,0.2,1008712
2015,Daniel Castro,Braves,33,100,2,14,5,0,3.00%,15.00%,0.104,0.266,0.24,0.263,0.344,0.264,63,0,-4.3,2.7,0.2,15450
1998,Kevin Elster,Rangers,84,336,8,33,37,0,9.80%,19.60%,0.121,0.271,0.232,0.311,0.354,0.3,71,-0.9,-13.5,3.5,0.2,1003758
1999,Andy Fox,Diamondbacks,99,320,6,34,33,4,10.30%,19.10%,0.124,0.305,0.255,0.351,0.38,0.318,80,0.4,-8.5,-0.1,0.2,1379
2011,Pedro Ciriaco,Pirates,23,34,0,4,6,2,2.90%,17.60%,0.121,0.37,0.303,0.324,0.424,0.326,107,-0.6,-0.4,0.8,0.2,5278
1986,Jose Oquendo,Cardinals,76,158,0,20,13,2,9.50%,12.70%,0.043,0.339,0.297,0.359,0.341,0.309,93,-0.8,-2.2,-1.5,0.2,1009827
2007,Chin-lung Hu,Dodgers,12,31,2,5,5,0,0.00%,25.80%,0.276,0.263,0.241,0.241,0.517,0.316,88,0.3,-0.2,0.8,0.2,5198
1996,David Howard,Royals,143,485,4,51,48,5,8.20%,15.30%,0.086,0.254,0.219,0.291,0.305,0.272,52,-1.8,-34.2,16.9,0.2,1006075
1988,Luis Quinones,Reds,23,57,1,4,11,1,3.50%,19.30%,0.115,0.268,0.231,0.255,0.346,0.259,61,-0.2,-2.6,2.5,0.2,1010614
1985,Bert Pena,Astros,20,32,0,7,4,0,3.10%,18.80%,0.069,0.333,0.276,0.29,0.345,0.28,80,0,-0.8,1.2,0.2,1010142
1985,Gus Polidor,Angels,2,1,0,1,0,0,0.00%,0.00%,0,1,1,1,1,0.901,477,0,0.5,1,0.2,1010420
2005,Ronny Cedeno,Cubs,41,89,1,13,6,1,5.60%,12.40%,0.075,0.338,0.3,0.356,0.375,0.324,91,1.2,0.2,-1.6,0.2,2179
1998,Giomar Guevara,Mariners,11,18,0,4,0,0,22.20%,22.20%,0.154,0.333,0.231,0.444,0.385,0.389,132,0,0.8,0.2,0.1,1005123
2001,Kurt Abbott,Braves,6,9,0,0,0,1,0.00%,33.30%,0,0.333,0.222,0.222,0.222,0.197,12,0.2,-0.8,2,0.1,1000013
1992,Joe Millette,Phillies,33,87,0,5,2,1,5.70%,11.50%,0,0.235,0.205,0.271,0.205,0.219,32,0.2,-6.3,5.3,0.1,1008909
1995,Dick Schofield,- - -,21,37,0,1,2,0,13.50%,13.50%,0,0.24,0.2,0.314,0.2,0.257,50,0,-2.4,2.6,0.1,1011602
1985,Bob Meacham,Yankees,156,566,1,70,47,25,9.50%,18.00%,0.048,0.273,0.218,0.302,0.266,0.266,64,2,-22.4,5.3,0.1,1008701
1990,Tim Naehring,Red Sox,24,93,2,10,12,0,8.60%,16.10%,0.141,0.309,0.271,0.333,0.412,0.333,103,0,0.3,-2,0.1,1009433
2013,Xander Bogaerts,Red Sox,18,50,1,7,5,1,10.00%,26.00%,0.114,0.323,0.25,0.32,0.364,0.304,85,0.4,-0.5,0.2,0.1,12161
1993,Chipper Jones,Braves,8,4,0,2,0,0,25.00%,25.00%,0.333,1,0.667,0.75,1,0.724,353,0,1.3,0,0.1,97
1995,Denny Hocking,Twins,9,28,0,4,3,1,7.10%,7.10%,0.16,0.217,0.2,0.259,0.36,0.254,43,0.2,-1.9,2.3,0.1,730
1993,Jeff McKnight,Mets,105,183,2,19,13,0,7.10%,16.90%,0.067,0.301,0.256,0.311,0.323,0.29,74,0,-5.9,0.8,0.1,1008600
2004,Andy Machado,Reds,17,66,0,6,4,3,15.20%,39.40%,0.125,0.5,0.268,0.379,0.393,0.335,98,1.3,1.1,-1.9,0.1,1853
2015,Paul Janish,Orioles,14,36,0,4,3,0,0.00%,8.30%,0.086,0.303,0.286,0.278,0.371,0.276,70,0.9,-0.3,0.5,0.1,7412
2016,Ivan De Jesus,Reds,104,243,1,21,20,3,7.00%,21.00%,0.059,0.324,0.253,0.311,0.312,0.277,67,-0.4,-10.1,3.7,0.1,9886
2002,Cody Ransom,Giants,7,4,0,2,1,0,25.00%,25.00%,0,1,0.667,0.75,0.667,0.595,278,0.2,1.1,0.2,0.1,1126
2001,Alex Cintron,Diamondbacks,8,7,0,0,0,0,0.00%,0.00%,0.286,0.286,0.286,0.286,0.571,0.35,106,0,0.1,1.1,0.1,50
2004,Russ Adams,Blue Jays,22,78,4,10,10,1,6.40%,6.40%,0.222,0.286,0.306,0.359,0.528,0.38,127,-1.6,1.1,-2.4,0.1,4519
1987,Kevin Elster,Mets,5,10,0,1,1,0,0.00%,10.00%,0.2,0.444,0.4,0.4,0.6,0.43,171,0,0.9,0.1,0.1,1003758
1986,Greg Gagne,Twins,156,524,12,63,54,12,5.70%,20.60%,0.148,0.299,0.25,0.301,0.398,0.311,86,-1.7,-10.5,-6,0.1,1004427
1994,Carlos Rodriguez,Red Sox,57,192,1,15,13,1,5.70%,6.80%,0.109,0.306,0.287,0.33,0.397,0.322,84,0.2,-3.8,-1.3,0.1,1011101
1990,Paul Faries,Padres,14,45,0,4,2,0,8.90%,15.60%,0.027,0.226,0.189,0.279,0.216,0.24,43,-0.4,-3.4,3.3,0.1,1003929
1992,Ernest Riles,Astros,39,64,1,5,4,1,3.10%,17.20%,0.066,0.3,0.262,0.281,0.328,0.276,75,0.2,-1.6,0.9,0.1,1010964
1987,Dickie Thon,Astros,32,83,1,6,3,3,19.30%,15.70%,0.061,0.25,0.212,0.366,0.273,0.294,79,0.6,-1.6,0.1,0.1,1013033
1989,Jose Uribe,Giants,151,497,1,34,30,6,6.80%,14.90%,0.06,0.259,0.221,0.273,0.28,0.244,56,-1.3,-25.2,11.5,0.1,1013300
2017,Adrian Sanchez,Nationals,34,75,0,6,11,0,1.30%,33.30%,0.099,0.413,0.268,0.288,0.366,0.282,68,-0.7,-3.7,2.6,0.1,11338
2005,Royce Clayton,Diamondbacks,143,573,2,59,44,13,6.60%,18.30%,0.08,0.333,0.27,0.32,0.351,0.299,73,1.3,-18.4,1,0.1,226
2004,Hector Luna,Cardinals,83,192,3,25,22,6,6.80%,19.30%,0.116,0.294,0.249,0.304,0.364,0.293,74,2.4,-4,-1.1,0.1,1874
1993,Casey Candaele,Astros,75,131,1,18,7,2,7.60%,10.70%,0.091,0.264,0.24,0.298,0.331,0.286,76,-0.8,-4.8,1.4,0.1,1001908
2016,Charlie Culberson,Dodgers,34,68,1,6,7,1,1.50%,19.10%,0.09,0.34,0.284,0.294,0.373,0.288,80,0.9,-0.8,-0.1,0.1,3298
1995,Juan Castro,Dodgers,11,5,0,0,0,0,20.00%,20.00%,0,0.333,0.25,0.4,0.25,0.324,100,0,0,1.1,0.1,315
2017,Dansby Swanson,Braves,144,551,6,59,51,3,10.70%,21.80%,0.092,0.292,0.232,0.312,0.324,0.276,66,1.6,-22.6,6,0.1,18314
2013,Zach Walters,Nationals,8,9,0,2,1,0,11.10%,0.00%,0.25,0.375,0.375,0.444,0.625,0.454,194,-0.3,0.6,0.2,0.1,10622
2007,Ronny Cedeno,Cubs,38,80,4,6,13,2,3.80%,22.50%,0.189,0.208,0.203,0.231,0.392,0.265,49,0.9,-4.4,3,0.1,2179
2003,Jesse Garcia,Braves,13,10,0,6,2,0,0.00%,10.00%,0.2,0.444,0.4,0.4,0.6,0.425,158,0,0.7,0.2,0.1,1418
2004,John McDonald,Indians,66,100,2,17,7,0,4.00%,11.00%,0.14,0.213,0.204,0.237,0.344,0.251,47,0.3,-6.4,4.3,0.1,395
1998,Andy Sheets,Padres,88,219,7,31,29,7,9.60%,28.30%,0.165,0.317,0.242,0.318,0.407,0.315,93,0.5,-1.4,-4.2,0.1,1226
1992,Ozzie Guillen,White Sox,12,43,0,5,7,1,2.30%,11.60%,0.1,0.222,0.2,0.214,0.3,0.229,39,0.2,-2.7,2.7,0.1,1005125
2015,Jorge Polanco,Twins,4,12,0,1,1,1,16.70%,8.30%,0,0.333,0.3,0.417,0.3,0.335,110,0.4,0.5,0.2,0.1,13152
1988,Bill Pecota,Royals,90,206,1,25,15,7,8.70%,16.50%,0.067,0.25,0.208,0.286,0.275,0.263,62,0.5,-8.5,3.1,0.1,1010117
1996,Rey Sanchez,Cubs,95,324,1,28,12,7,6.80%,13.00%,0.042,0.242,0.211,0.272,0.253,0.235,34,0.9,-26.3,16.7,0.1,213
1989,Paul Zuvella,Indians,24,60,2,10,6,0,1.70%,18.30%,0.138,0.311,0.276,0.3,0.414,0.322,100,0,0,-0.9,0.1,1014465
1991,Manuel Lee,Blue Jays,138,485,0,41,29,7,4.90%,22.10%,0.054,0.304,0.234,0.274,0.288,0.257,55,0.6,-25.2,11.1,0.1,1007460
1990,Kevin Elster,Mets,92,352,9,36,45,2,8.50%,15.30%,0.156,0.218,0.207,0.274,0.363,0.284,77,0.3,-9.3,-2.1,0.1,1003758
1988,Mario Diaz,Mariners,28,76,0,6,9,0,3.90%,6.60%,0.069,0.324,0.306,0.329,0.375,0.316,93,-0.1,-0.7,-0.9,0.1,1003267
1994,Pat Listach,Brewers,16,57,0,8,2,2,5.30%,14.00%,0.056,0.348,0.296,0.333,0.352,0.309,79,0,-1.6,0.8,0.1,1007655
2007,Ray Olmedo,Blue Jays,27,54,0,6,1,0,3.70%,16.70%,0.078,0.262,0.216,0.245,0.294,0.24,38,1,-3.2,2.5,0.1,1718
2010,Luis Hernandez,Mets,17,47,2,4,6,1,4.30%,14.90%,0.159,0.257,0.25,0.298,0.409,0.313,94,-0.2,-0.6,0.2,0.1,3206
1992,Bill Pecota,Mets,117,302,2,28,26,9,8.30%,13.20%,0.071,0.258,0.227,0.293,0.297,0.271,68,0.6,-10.1,1.8,0.1,1010117
1994,Pat Meares,Twins,80,254,2,29,24,5,5.50%,19.70%,0.087,0.328,0.266,0.31,0.354,0.296,70,0.6,-9.5,1.9,0.1,1008712
1994,Alvaro Espinoza,Indians,90,244,1,27,19,1,2.50%,13.50%,0.069,0.271,0.238,0.258,0.307,0.251,42,-1.1,-19.8,12.1,0.1,1003828
2014,Willie Bloomquist,Mariners,47,139,1,15,14,1,2.90%,23.00%,0.068,0.356,0.278,0.297,0.346,0.282,82,0,-2.8,-0.8,0.1,1066
2011,Donnie Murphy,Marlins,36,100,2,10,9,0,4.00%,21.00%,0.13,0.214,0.185,0.24,0.315,0.243,46,0.9,-5.3,3.2,0.1,4704
2002,Wilson Delgado,Cardinals,12,21,2,2,5,0,0.00%,28.60%,0.4,0.167,0.2,0.2,0.6,0.328,99,0.1,0.1,0.3,0.1,1150
1987,Houston Jimenez,Pirates,5,7,0,0,0,0,14.30%,28.60%,0,0,0,0.143,0,0.101,-51,0,-1.3,2.1,0.1,1006411
1999,Chris Woodward,Blue Jays,14,29,0,1,2,0,6.90%,20.70%,0.038,0.286,0.231,0.276,0.269,0.248,36,0,-2.5,2.4,0.1,1329
1997,Mike Benjamin,Red Sox,49,123,0,12,7,2,3.30%,22.00%,0.095,0.3,0.233,0.262,0.328,0.261,48,-0.9,-9.1,5.7,0.1,981
1995,Mark Loretta,Brewers,19,56,1,13,3,1,7.10%,12.50%,0.12,0.286,0.26,0.327,0.38,0.319,84,-0.3,-1.4,0.5,0.1,1383
2006,Oswaldo Navarro,Mariners,4,4,0,0,0,0,0.00%,25.00%,0,1,0.667,0.667,0.667,0.593,274,0,0.9,0,0.1,3868
2011,Cesar Izturis,Orioles,18,33,0,4,1,0,6.10%,30.30%,0,0.3,0.2,0.25,0.2,0.21,22,-0.1,-3.1,3,0.1,656
2010,Steve Tolleson,Athletics,25,53,1,5,4,0,7.50%,17.00%,0.122,0.333,0.286,0.34,0.408,0.333,108,0.1,0.6,-1.4,0.1,4450
2017,Stephen Drew,Nationals,46,106,1,9,17,0,7.50%,19.80%,0.105,0.303,0.253,0.302,0.358,0.285,70,0.2,-3.8,1.3,0.1,4251
1991,Dick Schofield,Angels,134,487,0,44,31,8,10.30%,14.20%,0.035,0.268,0.225,0.31,0.26,0.27,64,0,-20.6,6,0.1,1011602
1993,Erik Johnson,Giants,4,5,0,1,0,0,0.00%,20.00%,0.4,0.5,0.4,0.4,0.8,0.511,222,0,0.8,0,0.1,1006455
2008,Michael Hollimon,Tigers,11,25,1,4,2,0,4.00%,24.00%,0.304,0.294,0.261,0.28,0.565,0.345,108,-0.4,-0.2,0.3,0.1,3674
1992,Bill Spiers,Brewers,12,18,0,2,2,1,5.60%,22.20%,0.125,0.417,0.313,0.353,0.438,0.357,123,-0.2,0.3,0,0.1,1012338
2001,Erick Almonte,Yankees,8,4,0,0,0,2,0.00%,25.00%,0.25,0.667,0.5,0.5,0.75,0.532,238,0.4,1.1,-0.3,0.1,808
1998,Lou Collier,Pirates,110,379,2,30,34,2,8.20%,18.50%,0.093,0.3,0.246,0.316,0.338,0.289,69,-0.5,-15.3,4.3,0.1,1438
2017,Daniel Robertson,Rays,75,254,5,22,19,1,11.40%,28.70%,0.119,0.282,0.206,0.308,0.326,0.284,76,-1.3,-8.8,1,0.1,14145
1995,Carlos Rodriguez,Red Sox,13,36,0,5,5,0,5.60%,5.60%,0.067,0.357,0.333,0.394,0.4,0.362,111,0,0.5,-0.7,0.1,1011101
1998,Billy Ripken,Tigers,27,81,0,8,5,3,6.20%,12.30%,0.041,0.308,0.27,0.321,0.311,0.288,67,-0.3,-3.8,1.9,0.1,1010977
2009,Drew Sutton,Reds,42,76,1,10,9,0,9.20%,26.30%,0.136,0.289,0.212,0.297,0.348,0.29,70,-0.6,-3.4,1.9,0.1,7430
2016,Nick Ahmed,Diamondbacks,90,308,4,26,20,5,4.90%,18.80%,0.081,0.258,0.218,0.265,0.299,0.245,42,0.9,-21.2,12.3,0.1,12147
1986,Gary Green,Padres,13,35,0,2,2,0,2.90%,31.40%,0.03,0.318,0.212,0.235,0.242,0.218,31,0,-2.8,2.6,0.1,1004994
2003,Cody Ransom,Giants,20,28,1,7,1,0,3.60%,39.30%,0.148,0.333,0.222,0.25,0.37,0.269,60,0.4,-1.1,1,0.1,1126
2012,Alberto Gonzalez,Rangers,24,55,0,7,4,0,0.00%,16.40%,0.074,0.289,0.241,0.241,0.315,0.24,40,0.6,-3.3,2.3,0.1,4906
1998,Luis Rivera,Royals,42,98,0,14,7,1,7.10%,17.30%,0.045,0.306,0.247,0.302,0.292,0.273,56,-0.2,-5.9,3.3,0.1,1011003
2008,Eric Bruntlett,Phillies,120,238,2,37,15,9,8.80%,14.70%,0.08,0.251,0.217,0.297,0.297,0.268,55,2.4,-11.1,4.2,0.1,1753
2015,Trea Turner,Nationals,27,44,1,5,1,2,9.10%,27.30%,0.1,0.296,0.225,0.295,0.325,0.278,72,-0.1,-1.6,1,0.1,16252
1985,Jeff Kunkel,Rangers,2,4,0,1,0,0,0.00%,75.00%,0,1,0.25,0.25,0.25,0.225,33,0,-0.3,1,0.1,1007211
1987,Doug Baker,Tigers,8,1,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.3,1.1,0.1,1000449
1994,Robert Eenhoorn,Yankees,3,4,0,1,0,0,0.00%,0.00%,0.25,0.5,0.5,0.5,0.75,0.538,228,0,0.7,0,0.1,1003696
2004,Charles Gipson,Devil Rays,5,5,0,1,0,1,0.00%,20.00%,0,0.667,0.5,0.5,0.5,0.445,174,0.3,0.8,-0.1,0.1,1078
2008,Alcides Escobar,Brewers,9,4,0,2,0,0,0.00%,25.00%,0,0.667,0.5,0.5,0.5,0.448,176,0.3,0.7,0,0.1,6310
1987,Ross Jones,Royals,39,124,0,10,10,1,4.00%,12.10%,0.07,0.284,0.254,0.285,0.325,0.269,59,0.2,-6.3,2.8,0.1,1006586
2001,Wilton Guerrero,Reds,60,147,1,16,8,5,2.00%,11.60%,0.07,0.379,0.338,0.352,0.408,0.333,96,0.1,-0.6,-3.4,0.1,1378
1985,Rafael Belliard,Pirates,17,20,0,1,1,0,0.00%,25.00%,0,0.267,0.2,0.2,0.2,0.18,5,0,-2.2,2.4,0.1,1000811
2006,Andres Blanco,Royals,33,96,0,9,9,0,5.20%,14.60%,0.069,0.288,0.241,0.29,0.31,0.269,56,-0.7,-6.1,3.6,0.1,1907
1997,Billy Ripken,Rangers,71,218,3,18,24,0,4.10%,14.70%,0.099,0.306,0.276,0.3,0.374,0.295,68,-0.4,-9.3,2.4,0.1,1010977
2005,Michael Morse,Mariners,72,258,3,27,23,3,7.00%,19.40%,0.091,0.341,0.278,0.349,0.37,0.322,99,-2.6,-2.8,-5.1,0.1,3035
1987,Felix Fermin,Pirates,23,75,0,6,4,0,5.30%,12.00%,0,0.288,0.25,0.301,0.25,0.251,48,0,-5,3.1,0.1,1003991
1994,Tony Womack,Pirates,5,14,0,4,1,0,14.30%,21.40%,0,0.444,0.333,0.429,0.333,0.359,114,0,0.2,0.1,0.1,78
2008,Yuniesky Betancourt,Mariners,153,590,7,66,51,4,2.90%,7.10%,0.113,0.289,0.279,0.3,0.392,0.302,84,-3.8,-15.4,-4,0.1,8585
1992,Eric Yelding,Astros,9,8,0,1,0,0,0.00%,37.50%,0,0.4,0.25,0.25,0.25,0.228,42,0,-0.5,1,0.1,1014335
2013,Ehire Adrianza,Giants,9,20,1,3,3,0,5.00%,25.00%,0.222,0.25,0.222,0.263,0.444,0.307,100,-0.3,-0.3,0.4,0.1,8418
2012,Didi Gregorius,Reds,8,21,0,1,2,0,0.00%,23.80%,0,0.4,0.3,0.3,0.3,0.265,61,0.7,-0.3,0.3,0.1,6012
2013,Tim Beckham,Rays,5,8,0,1,1,0,0.00%,0.00%,0,0.375,0.429,0.375,0.429,0.333,113,0.1,0.2,0.1,0.1,7949
1993,Keith Kessinger,Reds,11,32,1,4,3,0,12.50%,12.50%,0.148,0.261,0.259,0.344,0.407,0.335,101,0,0.1,-0.6,0.1,1006878
1985,Alvaro Espinoza,Twins,32,62,0,5,9,0,1.60%,14.50%,0.035,0.313,0.263,0.288,0.298,0.267,58,-0.4,-3.5,2.2,0.1,1003828
1990,Carlos Garcia,Pirates,4,4,0,1,0,0,0.00%,50.00%,0,1,0.5,0.5,0.5,0.454,188,0,0.4,0.1,0.1,1004496
1989,Omar Vizquel,Mariners,143,431,1,45,20,1,6.50%,9.30%,0.041,0.241,0.22,0.273,0.261,0.249,51,-1.5,-25.9,12.9,0.1,411
2014,Doug Bernier,Twins,7,9,0,2,0,0,11.10%,22.20%,0,0.4,0.286,0.444,0.286,0.355,127,0.1,0.4,-0.1,0.1,4518
2006,Jhonny Peralta,Indians,149,632,13,84,68,0,8.90%,24.10%,0.128,0.327,0.257,0.323,0.385,0.312,85,-4.9,-17.1,-4.2,0.1,1738
2001,Omar Vizquel,Indians,155,693,2,84,50,13,8.80%,10.40%,0.079,0.285,0.255,0.323,0.334,0.294,76,-1.3,-22.1,-1.2,0.1,411
2005,Ramon Santiago,Mariners,8,13,0,2,0,0,7.70%,15.40%,0,0.167,0.125,0.417,0.125,0.316,95,0.3,0.2,-0.1,0.1,1417
1996,Nomar Garciaparra,Red Sox,24,93,4,11,16,5,4.30%,15.10%,0.23,0.243,0.241,0.272,0.471,0.313,78,1,-1.9,-0.9,0.1,190
2013,Starlin Castro,Cubs,161,705,10,59,44,9,4.30%,18.30%,0.102,0.29,0.245,0.284,0.347,0.28,74,-3.6,-24.4,4,0.1,4579
1993,Joe Millette,Phillies,10,14,0,3,2,0,7.10%,14.30%,0,0.25,0.2,0.273,0.2,0.229,32,0,-1.2,1.2,0.1,1008909
2017,Tyler Smith,Mariners,10,19,0,2,1,0,5.30%,42.10%,0.063,0.333,0.188,0.263,0.25,0.232,41,0,-1.4,1.2,0.1,12490
2000,Elvis Pena,Rockies,10,10,0,1,1,1,10.00%,10.00%,0.111,0.375,0.333,0.4,0.444,0.377,98,0.2,0.2,0,0.1,1010143
1986,Kevin Elster,Mets,19,33,0,3,0,0,9.10%,24.20%,0.033,0.227,0.167,0.242,0.2,0.197,20,0,-3.1,2.6,0,1003758
2015,Chase d'Arnaud,Phillies,11,18,0,2,0,0,5.60%,38.90%,0.118,0.3,0.176,0.222,0.294,0.225,36,0.3,-1,0.9,0,6652
1987,Mario Diaz,Mariners,11,23,0,4,3,0,0.00%,17.40%,0.087,0.368,0.304,0.304,0.391,0.302,78,0,-0.6,0.4,0,1003267
2010,Geoff Blum,Astros,93,218,2,22,22,0,6.90%,15.10%,0.089,0.311,0.267,0.321,0.356,0.301,84,0.2,-4.1,-2.3,0,550
1992,Dave Silvestri,Yankees,7,13,0,3,1,0,0.00%,23.10%,0.308,0.4,0.308,0.308,0.615,0.397,151,0,0.8,-0.8,0,1011972
2005,Omar Infante,Tigers,121,434,9,36,43,8,3.70%,16.80%,0.145,0.248,0.222,0.254,0.367,0.269,61,2.5,-18.2,4,0,1609
2009,Ryan Rohlinger,Giants,12,20,0,0,4,0,5.00%,30.00%,0.053,0.231,0.158,0.2,0.211,0.188,5,-0.3,-2.7,2.5,0,2621
2011,Josh Wilson,- - -,60,92,2,13,5,1,4.30%,23.90%,0.129,0.279,0.224,0.258,0.353,0.269,64,1.1,-2.7,0.3,0,2102
2005,Deivi Cruz,- - -,101,275,5,28,20,0,4.00%,12.40%,0.108,0.29,0.265,0.298,0.373,0.293,75,-1.7,-10.5,2,0,1025
1990,Tony Perezchica,Giants,4,4,0,1,0,0,25.00%,50.00%,0,1,0.333,0.5,0.333,0.404,155,0,0.3,0,0,1010189
2001,Chris Gomez,- - -,98,331,8,37,43,4,5.10%,11.50%,0.143,0.269,0.259,0.298,0.402,0.302,84,0.8,-6.4,-4.2,0,1208
2014,Matt Duffy,Giants,34,64,0,5,8,0,1.60%,21.90%,0.033,0.348,0.267,0.302,0.3,0.273,75,0.3,-1.5,0,0,13836
2015,J.J. Hardy,Orioles,114,437,8,45,37,0,4.60%,20.10%,0.092,0.257,0.219,0.253,0.311,0.248,51,-1.2,-26,12.2,0,3797
2003,Donaldo Mendez,Padres,26,94,2,10,9,1,7.40%,34.00%,0.143,0.333,0.226,0.298,0.369,0.29,78,1.2,-1.5,-1.1,0,1047
2008,Ronny Cedeno,Cubs,99,236,2,36,28,4,7.60%,17.40%,0.083,0.324,0.269,0.328,0.352,0.303,74,-1.8,-9.4,2.1,0,2179
1997,Andy Sheets,Mariners,32,102,4,18,9,2,6.90%,33.30%,0.169,0.346,0.247,0.299,0.416,0.313,83,0.4,-1.8,-1.4,0,1226
2004,Matt Erickson,Brewers,4,6,0,0,0,0,0.00%,16.70%,0,0.2,0.167,0.167,0.167,0.148,-23,0,-1,1.2,0,2363
1996,Jose Hernandez,Cubs,131,363,10,52,41,4,6.60%,26.70%,0.139,0.31,0.242,0.293,0.381,0.292,72,0.7,-12,1.3,0,688
2004,Ray Olmedo,Reds,8,2,0,0,0,0,50.00%,0.00%,0,0,0,0.5,0,0.354,110,0,0,0.3,0,1718
2004,Kelly Dransfeldt,White Sox,15,30,0,5,4,0,0.00%,20.00%,0,0.417,0.333,0.333,0.333,0.297,73,0.3,-0.8,0.1,0,1248
1999,Frank Menechino,Athletics,9,9,0,0,0,0,0.00%,44.40%,0,0.4,0.222,0.222,0.222,0.2,9,0,-1.1,1.1,0,931
2006,Tony Pena,Braves,40,46,1,12,3,0,4.30%,21.70%,0.114,0.273,0.227,0.261,0.341,0.253,45,0.3,-3,1.9,0,2240
2015,Tim Beckham,Rays,83,223,9,24,37,3,5.80%,30.90%,0.207,0.279,0.222,0.274,0.429,0.3,91,-0.5,-2.9,-4,0,7949
2014,Eduardo Nunez,Twins,72,213,4,26,24,9,2.30%,14.60%,0.132,0.278,0.25,0.271,0.382,0.287,80,1.4,-3.3,-3.3,0,6848
2005,Pedro Lopez,White Sox,2,8,0,1,2,0,0.00%,12.50%,0,0.333,0.286,0.286,0.286,0.254,47,0.3,-0.2,0.3,0,3207
2005,Oscar Robles,Dodgers,110,399,5,44,34,0,7.80%,8.30%,0.096,0.287,0.272,0.332,0.368,0.312,88,-4.3,-10.3,-2.3,0,8975
2005,Eddie Rogers,Orioles,8,1,1,4,2,0,0.00%,0.00%,3,0,1,1,4,2.017,1245,-0.8,0.6,-0.3,0,1621
1994,Alex Gonzalez,Blue Jays,15,59,0,7,1,3,6.80%,28.80%,0.094,0.222,0.151,0.224,0.245,0.216,20,0.6,-5.6,3.8,0,281
1996,Benji Gil,Rangers,5,7,0,0,1,0,14.30%,14.30%,0,0.5,0.4,0.5,0.4,0.42,142,-0.5,0,0.1,0,14
2013,Dee Gordon,Dodgers,38,106,1,9,6,10,9.40%,19.80%,0.064,0.292,0.234,0.314,0.298,0.273,73,2.1,-1.1,-1.8,0,8203
2016,Gavin Cecchini,Mets,4,7,0,2,2,0,0.00%,28.60%,0.333,0.5,0.333,0.429,0.667,0.458,194,-0.2,0.6,-0.5,0,17005
2006,Alexi Casilla,Twins,9,6,0,1,0,0,33.30%,16.70%,0,0.333,0.25,0.5,0.25,0.384,134,-0.3,0,0.2,0,5248
2007,Anderson Hernandez,Mets,4,3,0,1,0,0,0.00%,33.30%,0,0.5,0.333,0.333,0.333,0.299,77,0.3,0.2,0,0,3366
2011,Eduardo Escobar,White Sox,9,7,0,0,0,0,0.00%,14.30%,0,0.333,0.286,0.286,0.286,0.254,51,0.1,-0.3,0.4,0,6153
2001,Nick Punto,Phillies,4,5,0,0,0,0,0.00%,0.00%,0,0.4,0.4,0.4,0.4,0.355,115,0,0.1,0,0,1429
1989,Craig Shipley,Mets,4,7,0,3,0,0,0.00%,14.30%,0,0.167,0.143,0.143,0.143,0.13,-24,0,-0.9,1.1,0,1011906
